PGM_ID,APPROVAL_PROCESS_NAME,PGM_NAME,MATERIAL_GROUP,TECH_CENTER_LOC,NEED_BY_DATE,CREATED_DATE,ASSIGNED_TO,CREATOR,ASSIGNEE,REQUESTER,CURRENT_STATUS,PROGRAM_STAGE,MATERIAL_CODE,REVISION_NO,CLASS,SUB_CLASS,SUPPLIER_NAME,SUPPLIER_PLANT,SUPPLIER_CITY,SUPPLIER_STATE,SUPPLIER_COUNTRY,SUPPLIER_PLANT_LOCATION,SUPPLIER_TRADENAME,AGENT_NAME,AGENT_PLANT,AGENT_CITY,AGENT_STATE,AGENT_COUNTRY,AGENT_PLANT_LOCATION,COMMODITY_GROUP,MATERIAL_CATEGORY,REGION_FOR_TRIAL,PLANT_FOR_TRIAL,PLANT_SLOT,EXP_CODE,SPECIFIC_GRAVITY,RHC_POLYMER,RHC_OIL,RHC_FILTER,RMI_DESC,MANET_CLASS,MANET_SUBCLASS,MATERIAL_TYPE,MATERIAL_SUBTYPE,COMPONENT_TYPE,STAINING,COMPATIBLE,MATERIAL_FORM,PGM_REASON,AGENT_BUILD_BREAK,REINGMI_DESC,MAT_CLASS,MAT_SUBCLASS,MAT_DOUBLE_SUBCLASS,APPROVAL_REGIONS,RESTRICTED_PLANTS
26364,NEW MATERIAL,NM_026364,RAW MATERIAL,GTC*A,2015-06-23,2015-06-22 14:14:14,2280,Ling Du,Ling Du,Ling Du,Cancelled,RAW MATERIAL INFORMATION - Completed,,,,,Zinc Oxide LLC,Dickson Line 1,Dickson,TN,USA,"Line 1, Dickson, TN, USA",ZnO 400 -26,,,,,,,,,NA,ICM*A,,RFX0009796,5.57,0,0,0,Hardness 26,Curing Materials,"Metal Oxides, Salts",CHEM,CHEM,ACTIVATOR,N,Y,S,Pellet Hardness 26,,,,,,NA,
26939,NEW MATERIAL,NM_026939,RAW MATERIAL,GTC*L,,2015-08-04 07:04:08,4009,Adrian Balaguer Pino,Adrian Balaguer Pino,Gabor Kaszas,Cancelled,LAB EVALUATION - Skipped The material will be trialed directly in PTE.,,,,,BASF,BASF Schweiz AG,Basel,Others,Switzerland,"BASF Schweiz AG, Basel, Switzerland",Irganox B 561,,,,,,,,,NA,Other,,RFX0009830,0.48,0,0,0,mixture of additives,Process Aids,Process Aids,CHEM,CHEM,STABILIZER,N,Y, ,Material needed for sealant technology.,,,,,,"AP, EMEA, LA, NA","Medicine Hat, Napanee, Valleyfield"
27457,NEW SOURCE,NS_027457,RAW MATERIAL,GTC*A,,2015-08-20 12:53:51,580,Jose Rivera,Teresa Martter,,Cancelled,LAB EVALUATION - COA received,SOUFLIC,0.0,Miscellaneous,Foam - Noise Reducer,Carpenter,Oklahoma City,Oklahoma City,OK,USA,"Oklahoma City, OK, USA",Richfoam Polyether RP24030,,,,,,,,,NA,Lawton,,RFX0009863,0.023,0,0,0,Polyurethane Foam,Foam,Noise Reducer,CHEM,CHEM,FOAM,N,Y,S,Security of Supply,,,,,,"AP, LA, NA",
30631,NEW MATERIAL,NM_030631,RAW MATERIAL,GTC*L,,2015-11-04 09:32:17,5080,Achilleas Tsiotas,Achilleas Tsiotas,Maurice Klinkenberg,Completed,PAPER WORK - Completed,AGONAX,0.0,Curing Materials,Accelerators,LEHMANN AND VOSS,"HAMBURG,GERMANY",HAMBURG,Others,Germany,"HAMBURG, Germany",Luvomaxx K-CDO 65,,,,,,,,,EMEA,ICM*L,,RFX0009975,1.14,0,0,0,Rubber Accelerator,Curing Materials,Accelerators,CHEM,CHEM,ACCELERATOR,Y,Y,S,Rubber accelerator for elastomers,,,,,,"AP, EMEA, LA, NA",
31763,NEW MATERIAL,NM_031763,RAW MATERIAL,GTC*L,,2015-11-30 08:41:52,5080,Achilleas Tsiotas,Achilleas Tsiotas,Andreas Frantzen,Cancelled,PROGRAM INITIATION - Completed ,,,,,Sigma-Aldrich,Steinheim,,Others,Germany,"Steinheim, Germany",Dioctyl terephthalate,,,,,,,,,EMEA,ICM*L,,N0044030,,,,,,,,,,,,,,Dioctyl terephthalate,,,,,,"AP, EMEA, LA, NA",
31953,SOURCE CHANGE,SC_031953,RAW MATERIAL,GTC*L,,2015-12-03 16:12:18,1420,Branden Pelle,Venkat Venkatachalam,,Completed,PAPER WORK - Completed,NOLO,4.0,Natural Rubber,TSR-Technically Specified,BATANGHARI BENGKULU PRATAMA,SFS,BENGKULU,Others,Indonesia,"SFS, BENGKULU, Indonesia",TSR 20,GOCPL,SINGAPORE,Singapore,Others,Singapore,"Singapore, Singapore",Natural Rubber,Natural Rubber,AP,Indonesia,2016-02-05,N0044037,,,,,,,,,,,,,,Security of Supply,,,,,,,
35478,NEW MATERIAL,NM_035478,RAW MATERIAL,GTC*A,,2016-02-25 15:24:11,580,Teresa Martter,Teresa Martter,Jennifer Ryba,Cancelled,LAB EVALUATION - Lab Evaluation Completed Lab study run in Hanau.,,,,,EASTMAN CHEMICAL,"Kingsport, TN, USA",Kingsport,TN,USA,"Kingsport, TN, USA",Acena 1500,,,,,,,,,NA,Other,,RFX0009980,1,0,0,0,resin,Resins,Miscellaneous,CHEM,CHEM,RESIN,N,Y, ,new material evaluation,,,,,,"AP, EMEA, LA, NA","Adapazari, Izmit"
36434,NEW MATERIAL,NM_036434,RAW MATERIAL,DDC*H,2016-10-31,2016-04-01 09:45:36,6720,Thomas Arnold,Thomas Arnold,Thomas Arnold,Cancelled,RAW MATERIAL INFORMATION - Completed,,,,,SCHILL AND SEILACHER CHEMICAL,"HAMBURG, GERMANY",HAMBURG,Others,Germany,"HAMBURG, Germany",Struktol VP 1037,,,,,,,,,EMEA,Montlucon,,RFX0010016,0.99,0,0,0,Mixture of stearic acid derivatives,Process Aids,Process Aids,CHEM,CHEM,SURFACTANT,N,Y, ,Race compound development,,,,,,EMEA,
36782,SOURCE CHANGE,SC_036782,REINFORCEMENT,GTC*L,,2016-04-13 10:10:57,6580,Branden Pelle,Ekrem Inaler,,Created,PROGRAM INITIATION - In Progress ,BN32JA,0.0,FABRIC,"NYLON 6,6",Shenma Industrial,Shangai,,Others,China,"Shangai, China",U02BN32JA,,,,,,,Fabric,Fabric,EMEA,Sava,2016-07-15,RF0044204,,,,,,,,,,,,,,"This approval will provide a cost savings vs. Hyosung Lux with the new Tolling prices that come into effect in 2015. In addition to providing cost savings for each lane, this approval provides leverage against Kordsa by giving Shenma more integrated fabric volume.",,,,,,,
38199,SOURCE CHANGE,SC_038199,RAW MATERIAL,GTC*A,,2016-06-02 15:17:16,107,Ryan Zilliox,Wagner Bernardo,,Completed,PAPER WORK - Completed,CODE1371,7.0,Non Black Fillers,Silicas,YiHai Grains and Oils Industries Co.,Jiamsusi,,Others,China,"Jiamsusi, China",Precipitated Silica K160,,,,,,,Filler,Silica,NA,Chile,2017-01-27,N0044238,,,,,,,,,,,,,,"This is a new technology - rice husk ash silica. 1371 made with this technology is VERY similar to the incumbent material that we currently use (per Kuo-Chih). Multiple trials and studies were done by GY MDPO team, after which they came to a conclusion that the material should be approved under current code 1371.",,,,,,,
39262,NEW MATERIAL,NM_039262,RAW MATERIAL,GTC*L,2016-12-31,2016-07-12 08:37:57,1220,Manuela Pompei,Manuela Pompei,Manuela Pompei,Cancelled,RAW MATERIAL INFORMATION - Completed,,,,,DRT,LES DERIVES RESINIQUES ET TERPENIQUES (DRT),Dax,Others,France,"LES DERIVES RESINIQUES ET TERPENIQUES (DRT), Dax, France",Dercolyte S125,,,,,,,,,EMEA,Fuerstenwalde,,RFX0010186,1.0,0,0,0,"Terpene resin, Kanzic with SP125",Resins,Traction and Plasticizer,CHEM,CHEM,RESIN,Y,Y, ,Felicitas Brommel Lighthouse TCP,,,,,,EMEA,
40642,SOURCE CHANGE,SC_040642,RAW MATERIAL,GTC*L,,2016-09-08 11:01:38,750,Ryan Zilliox,Vickie Weeter,,Completed,PAPER WORK - Completed,JASANIC,1.0,Resins,Reinforcing,KOLON,"Gimcheon, South Korea",Gimcheon,Others,South Korea,"Gimcheon, South Korea",KPR-1302,Torimex Chemicals,¿¿d¿,¿¿d¿,Others,Poland,"¿¿d¿, Poland",PCO,Resin,EMEA,Izmit,2016-12-02,N0044319,,,,,,,,,,,,,,2017 Productivity,,,,,,,
41397,NEW MATERIAL,NM_041397,RAW MATERIAL,GTC*A,,2016-10-12 15:47:56,7740,Rob Dennis-Pelcher,Rob Dennis-Pelcher,,Cancelled,RAW MATERIAL INFORMATION - Completed,,,,,Birla,UNSPECIFIED,NA,Others,Others,"UNSPECIFIED, NA",CD2149,,,,,,,,,NA,Danville,,RFX0010253,1.82,0,0,0,Oxidized N660 Carbon Black,Carbon Black,N600 GPF,FILL,FILL,CARBON BLACK,Y,Y,S,New Material Evaluation,,,,,,"AP, EMEA, LA, NA",
41567,OTHER MATERIAL,OM_041567,RAW MATERIAL,GTC*A,,2016-10-19 11:43:18,580,Teresa Martter,Teresa Martter,Teresa Martter,Cancelled,PROGRAM INITIATION - In Progress ,CODE6917,0.0,Non Black Fillers,Silicas,PPG INDUSTRIES,"Delfzijl, Netherlands",Delfzijl,Others,Netherlands,"Delfzijl, Netherlands",Agilon 400G-D,,,,,,,,,,,,N0044368,,,,,,,,,,,,,,for B. Gulas - ground up Code 6917,,,,,,,
41646,AGENT APPROVAL,AA_041646,RAW MATERIAL,GTC*A,,2016-10-21 14:55:44,28,Haley Spalding,Gary Platz,,Cancelled,PROGRAM INITIATION - In Progress ,NAILAX,11.0,Weathering Protectors,"Antioxidant, Antiozonant",JURONG XINGCHUN CHEMICAL,"Jiangsu, China",Jiangsu,Others,China,"Jiangsu, China",ANTIOXIDANT DTPD(3100),CHINA JIANGSU INTERNATIONAL GROUP,Nanjing-Jiangshu Province,Nanjing-Jiangshu Province,Others,China,"Nanjing-Jiangshu Province, China",,,,,,N0044373,,,,,,,,,,,,,,China Jiangsu is a distributor for Jurong Xingchun,N,,,,,AP,
42619,SOURCE CHANGE,SC_042619,RAW MATERIAL,GTC*A,,2016-12-19 14:27:10,92,John Laughlin,Daniel Kowalski,,Cancelled,PROGRAM INITIATION - In Progress ,CODE405,28.0,Carbon Black,N200 ISAF,YAROSLAVL CARBON,"LSL - YAROSLAVL, RUSSIA",YAROSLAVL,Others,Russia,"LSL -, YAROSLAVL, Russia",N220,MAKROCHEM S.A.,"EDN - LUBLIN, POLAND",LUBLIN,Others,Poland,"EDN -, LUBLIN, Poland",Filler,Carbon Black,NA,Danville,2017-02-17,N0044445,,,,,,,,,,,,,,"Makrochem is an established GY supplier in EMEA (more than 10 years). Makrochem is targeting NA market by having it's own translaoding station, warehouse, CB trucks and railcars which give us tremendous advantage and huge leverage over domestic suppliers. We would like to introduce this supplier in NA by giving them a small lane to prove themselves.",,,,,,,
42675,SOURCE CHANGE,SC_042675,RAW MATERIAL,GTC*A,,2016-12-22 09:34:07,92,John Laughlin,Daniel Kowalski,,Cancelled,PROGRAM INITIATION - In Progress ,CODE510,33.0,Carbon Black,N600 GPF,CABOT,"Ville Platte, Louisiana",Ville Platte,LA,USA,"Louisiana, Ville Platte, LA, USA",STERLING V,,,,,,,Filler,Carbon Black,,,,N0044449,,,,,,,,,,,,,,"This project is a part of 2017 allocation plan. We have a volume agreement with Cabot, in order to be compliant with the agreement we need to allocate this lane to Cabot.",,,,,,,
43346,NEW SOURCE,NS_043346,REINFORCEMENT,GTC*L,,2017-02-10 14:43:09,6601,Branden Pelle,Arun Manogaran,,Completed,PAPER WORK - Completed,WY,0.0,WIRE,STEEL CORD,BEKAERT,Slatina,Slatina,Others,Romania,"Slatina, Romania",BQ01WY,,,,,,,,,EMEA,Wittlich,2017-09-15,RFGL3180,,,,,,,,,,,,,,"Bekaert is having trouble supplying the low volumes for WY from Izmit, a plant which relies on economy of scale. They would like to move the supply from Izmit to Slatina to ensure they can continue to support Goodyear's requirements because Slatina has more flexibility. Bekaert provided a $40/mt reduction to move this codes supplying location. Security of supply business case. In this security of supply roject it has a Sole Source Rating of Single Supplier, Multiple Plants and a risk of supply disruption of Low.",,2+2x0.22 UT,WIRE,STEEL CORD,,"AP, EMEA, LA, NA",
43584,NEW SOURCE,NS_043584,RAW MATERIAL,GTC*L,,2017-02-23 11:12:49,6701,BENJAMIN EDMISTEN,Karmena Anyfantaki,,Completed,PAPER WORK - Completed,SCIEKIC,0.0,Polymers,"SBR, Solution",ENEOS Materials Corporation,Thailand,,Others,Thailand,Thailand,HPR355HR 2nd Line,,,,,,,,,EMEA,Debica,2018-01-19,RFX0010369,0.94,100,0,0,HPR355H; MV 65; 58% Vinyl; 27% Styrene,Polymers,"SBR, Solution",POLY,POLY,SBR,N,Y,S,"JSR started to produce from their 2nd production line as of November 2016, added another 60 kmt SSBR capacity. We would like to have flexibility from both lines for Supply Security for this critical code. JSR is the only supplier of Sciekic. 

 - Proposed plant for approval is POLAND (1st line approval run in the same plant)\" Annual Poland volume is 579,721 kg and total volume for all plants (assuming source changes will follow) is 1,060,317.",,,,,,"AP, EMEA, LA, NA","Medicine Hat, Napanee, Valleyfield"
44134,NEW SOURCE,NS_044134,RAW MATERIAL,GTC*L,,2017-03-27 07:40:49,459,Armin Heyen,Armin Heyen,,Completed,PAPER WORK - Completed,WOODLITE,2.0,"Lubricants, Release",Inside Tire Lining Cements,CHEM TREND,India,Bangalore,Others,India,"Bangalore, India",Chem-Trend ML-7025,,,,,,,,,AP,Pulandian,,RFZ0010423,1,0,0,0,HAPS FREE WATER BASED TIRE RELEASE PAINT,"Lubricants, Release",Inside Tire Lining Cements,CEMT,CEMT,LUBRICANT,N,Y, ,add as supplier,,,,,,AP,
44414,AGENT APPROVAL,AA_044414,RAW MATERIAL,GTC*A,,2017-04-12 15:35:47,7520,Julie Graybill,James Laimos,,Completed,PAPER WORK - Completed  Accepted in SIS,ROSNIC,13.0,Resins,Reinforcing,SUMITOMO CHEMICAL,ICHIHARA - CHIBA,ICHIHARA - CHIBA,Others,Japan,"ICHIHARA - CHIBA, Japan",RESORCINOL,Distribution Technology,Charlotte,Charlotte,NC,USA,"Charlotte, NC, USA",,,,,,N0044681,,,,,,,,,,,,,,this is emergency approval of sumitomo agents ipo indspec due to shutdown,N,,,,,"AP, EMEA, LA, NA",
44665,SOURCE CHANGE,SC_044665,RAW MATERIAL,GTC*L,,2017-05-04 16:22:20,1420,BENJAMIN EDMISTEN,Venkat Venkatachalam,,Cancelled,PROGRAM INITIATION - In Progress ,HAWKAX,13.0,Curing Materials,Accelerators,KEMAI CHEMICAL,JMQ,Tianjin,Others,China,"JMQ, Tianjin, China",CBS,KEMAI CHEMICAL,,,,,,PCO,Accelerator,AP,Aurangabad,,N0044691,,,,,,,,,,,,,,Balance supply from China (Sunsine) by introducing a second source.,,,,,,,
44673,NEW SOURCE,NS_044673,RAW MATERIAL,GTC*L,,2017-05-05 07:15:15,459,Armin Heyen,Armin Heyen,,Cancelled,HSE PRE APPROVAL Only Okay for AP Region excluding Japan,LETABIC,0.0,"Lubricants, Release",Inside Tire Lining Cements,Elkem Silicones,"Shanghai, China",Shanghai,Others,China,"Shanghai, China",Lyndcoat BR1214,,,,,,,,,AP,Pulandian,,RFZ0010653,1.06,0,0,0,WB inside tire release agent,"Lubricants, Release",Inside Tire Lining Cements,CHEM,CHEM,LUBRICANT,N,Y, ,local source for AP,,,,,,AP,Nippon Giant
44674,NEW SOURCE,NS_044674,RAW MATERIAL,GTC*L,,2017-05-05 08:00:47,7760,BENJAMIN EDMISTEN,Marine Wassen,,Completed,PAPER WORK - Completed,TROWMIC,0.0,Process Aids,Process Aids,STRUKTOL,Stow,Stow,OH,USA,"Stow, OH, USA",Struktol EF44A,,,,,,,,,EMEA,Debica,2017-09-29,RFX0010469,1.07,0,0,0,FATTY ACID SOAP (Zn) blend,Process Aids,Process Aids,CHEM,CHEM,PLASTICIZER,N,Y,S,"Schill & Seilacher is having issues obtaining raw materials for Trowmic and cannot supply. Struktol, a division of Schill, who is located in US can supply the material out of their Ohio facility. They have plenty of raw material and supply. There is currently 15 MT of US material at Schill facility in Hamburg. We will need to run SC for DF, FU, GE, FF, FM, LU, SV, TU",,,,,,"AP, EMEA, LA, NA",
44748,SOURCE CHANGE,SC_044748,RAW MATERIAL,GTC*L,,2017-05-11 15:07:03,1420,BENJAMIN EDMISTEN,Venkat Venkatachalam,,Completed,PAPER WORK - Completed,BUD1208,15.0,Polymers,"BR, Polybutadiene",SABIC,Saudi Arabia,,Others,Saudi Arabia,Saudi Arabia,BR 4610,,,,,,,Synthetic Rubber,BR,AP,Ballabgarh,2017-09-29,N0044701,,,,,,,,,,,,,,Goodyear has a contractual obligation to purchase 45 kt of PBD beginning in 2016 Q1.,,,,,,,
44749,SOURCE CHANGE,SC_044749,RAW MATERIAL,GTC*L,,2017-05-11 15:09:57,1420,BENJAMIN EDMISTEN,Venkat Venkatachalam,,Completed,PAPER WORK - Completed,BUD1208,15.0,Polymers,"BR, Polybutadiene",SABIC,Saudi Arabia,,Others,Saudi Arabia,Saudi Arabia,BR 4610,,,,,,,Synthetic Rubber,BR,AP,Malaysia,2017-11-24,N0044702,,,,,,,,,,,,,,Goodyear has a contractual obligation to purchase 45 kt of PBD beginning in 2016 Q1.,,,,,,,
44750,SOURCE CHANGE,SC_044750,RAW MATERIAL,GTC*L,,2017-05-11 15:13:01,1420,BENJAMIN EDMISTEN,Venkat Venkatachalam,,Completed,PAPER WORK - Completed,BUD1208,15.0,Polymers,"BR, Polybutadiene",SABIC,Saudi Arabia,,Others,Saudi Arabia,Saudi Arabia,BR 4610,,,,,,,Synthetic Rubber,BR,AP,Aurangabad,2017-09-22,N0044703,,,,,,,,,,,,,,Goodyear has a contractual obligation to purchase 45 kt of PBD beginning in 2016 Q1.,,,,,,,
45657,NEW MATERIAL,NM_045657,RAW MATERIAL,GTC*A,,2017-06-16 08:32:33,580,Thomas Stockman,Teresa Martter,,Cancelled,RAW MATERIAL INFORMATION - Completed,,,,,GOODYEAR TIRE AND RUBBER,Beaumont,Beaumont,TX,USA,"Beaumont, TX, USA",high Mooney Natsyn,,,,,,,,,NA,ICM*A,,RFX0010488,0.95,100,0,0,high Mooney Natsyn,Polymers,"IR, Polyisoprene",POLY,POLY,POLYISOPRENE,N,Y, ,high Mooney Natsyn,,,,,,"AP, NA",
46318,NEW MATERIAL,NM_046318,REINFORCEMENT,GTC*A,,2017-07-11 13:43:11,2340,Jim Kish,Jim Kish,Jim Kish,Cancelled,REINFORCEMENT INFORMATION - Completed,,,,,OTTO KUHLMANN,Hemer Germany,Hemer,Others,Germany,"Hemer, Germany",RF549G55,,,,,,,,,NA,Danville,,RFC00081,,,,,,,,,,,,,,new bead for B737 main,,1x5.0+(10+16+22+28+33)x2.2,WIRE,CABLE BEAD,,NA,
46319,NEW MATERIAL,NM_046319,REINFORCEMENT,GTC*A,,2017-07-11 13:46:44,2340,Jim Kish,Jim Kish,Jim Kish,Cancelled,REINFORCEMENT INFORMATION - Completed,,,,,OTTO KUHLMANN,Hemer Germany,Hemer,Others,Germany,"Hemer, Germany",RF549G53,,,,,,,,,NA,Danville,,RFC00082,,,,,,,,,,,,,,B737 main tire,,1x5.0+(11+17+23+29+35)x1.8,WIRE,CABLE BEAD,,NA,
46598,SOURCE CHANGE,SC_046598,RAW MATERIAL,GTC*A,,2017-07-20 12:10:54,3180,BENJAMIN EDMISTEN,Renee Weber,,Completed,PAPER WORK - Completed,REPARAX,1.0,Curing Materials,Anti-Reversion Agents,LANXESS,Sachsen Anhalt,Sch¿nebeck,Others,Germany,"Sachsen Anhalt, Sch¿nebeck, Germany",PERKALINK 900,,,,,,,PCO,Other Rubber Chemical,NA,Lawton,2017-10-06,N0044859,,,,,,,,,,,,,,Reparax is currently only sourced from the Lanxess Netherlands production facility. Lanxess (Rhein Chemie-parent company) has informed us that they are moving production of Reparax in Q4 2016 to their Lanxess Germany production facility.,,,,,,,
46599,SOURCE CHANGE,SC_046599,RAW MATERIAL,GTC*A,,2017-07-20 12:25:47,3180,BENJAMIN EDMISTEN,Renee Weber,,Completed,PAPER WORK - Completed,REPARAX,1.0,Curing Materials,Anti-Reversion Agents,LANXESS,Sachsen Anhalt,Sch¿nebeck,Others,Germany,"Sachsen Anhalt, Sch¿nebeck, Germany",PERKALINK 900,,,,,,,PCO,Other Rubber Chemical,NA,Topeka,2017-09-22,N0044860,,,,,,,,,,,,,,Continuity of supply for all site currently using REPARAX. This is immediate next step of the Reparax NS program for the new production site of Lanxess.,,,,,,,
47475,SOURCE CHANGE,SC_047475,REINFORCEMENT,GTC*A,,2017-08-21 07:56:06,3180,Jeremy Schans,Renee Weber,,Completed,PAPER WORK - Completed,NT26QA,0.0,FABRIC,"NYLON 6,6 MONOFILAMENT",HYOSUNG CORPORATION,"Decatur, AL, USA",Decatur,AL,USA,"Decatur, AL, USA",720NT26QA,,,,,,,Fabric,Fabric,LA,Venezuela,2017-10-06,RF0044908,,,,,,,,,,,,,,security of supply,,,,,,,
49154,NEW MATERIAL,NM_049154,RAW MATERIAL,GTC*A,,2017-10-26 07:47:26,580,Thomas Stockman,Teresa Martter,,Cancelled,RAW MATERIAL INFORMATION - Completed,,,,,GOODYEAR TIRE AND RUBBER,PER,Akron,OH,USA,"PER, Akron, OH, USA",10770-395A,,,,,,,,,NA,ICM*A,,RFX0010615,0.95,83.3,16.7,0,SSBR 21/50 with 20 phr HN oil,Polymers,"SBR, Solution",POLY,POLY,SBR,N,Y, ,CTS Development,,,,,,"EMEA, NA",
50324,AGENT APPROVAL,AA_050324,RAW MATERIAL,GTC*A,,2017-12-11 11:33:44,6701,Haley Spalding,Karmena Anyfantaki,,Cancelled,PROGRAM INITIATION - In Progress ,BINIC,4.0,Polymers,"SBR, Emulsion",Sinopec Qilu,Xinhua Road - Zibo - Shandong,Xinhua Road - Zibo - Shandong,Others,China,"Xinhua Road - Zibo - Shandong, China",SBR1502,Shenyang Beifeng Huizi,Shenyang Plant,Shenyang,Others,China,"Plant, Shenyang, China",,,,,,N0045085,,,,,,,,,,,,,,,N,,,,,AP,
50550,NEW SOURCE,NS_050550,RAW MATERIAL,GTC*A,,2017-12-18 14:02:00,7366,BENJAMIN EDMISTEN,Jeffery H Hayat,,Cancelled,PROGRAM INITIATION - In Progress ,MERCEDAX,0.0,Weathering Protectors,"Antioxidant, Antiozonant",Addivant,CROMPTON,Latina,Others,Italy,"CROMPTON, Latina, Italy",,,,,,,,PCO,AOX-AOZ,NA,Topeka,,N0045111,,,,,,,,,,,,,,"Mercedax is single sourced material from Kemai China and with environmental situation and availability of material, it is critical to have alternate source of supply for Mercedax.",,,,,,,
52069,AGENT APPROVAL,AA_052069,RAW MATERIAL,GTC*A,,2018-02-14 04:04:39,5320,Gurwinder Singh,Adrian Graciani,,Created,PROGRAM INITIATION - In Progress ,ADAMAX,10.0,Curing Materials,Accelerators,KEMAI CHEMICAL,JMQ,Tianjin,Others,China,"JMQ, Tianjin, China",ACCELERATOR DM (MBTS),A JOHNSON,"MALMO, SWEDEN",MALMO,Others,Sweden,"MALMO, Sweden",,,,,,N0045215,,,,,,,,,,,,,,test,Y,,,,,AP,
52795,SOURCE CHANGE,SC_052795,RAW MATERIAL,GTC*L,,2018-03-02 16:33:50,6580,BENJAMIN EDMISTEN,Ekrem Inaler,,Created,PROGRAM INITIATION - In Progress ,TAKUMIC-A,0.0,Polymers,"SBR, Solution",ASAHI KASEI,Singapore,,Others,Singapore,Singapore,Tufdene E680-TDAE,,,,,,,Synthetic Rubber,SBR,EMEA,Luxembourg,,N0045247,,,,,,,,,,,,,,"Takumic was approved only from Asahi Yokohama plant in Japan until end 2014 and recently also approved from Asahi Singapore
Asahi Singapore has 2 identical production lines, approval has completed only from 1st line
Asahi will be mainly using Japan plant for domestic supply and Singapore for exports. 
Asahi strongly recommends to approve 2nd production line for supply flexibility.
NA region has also plans to start using TAKUMIC, therefore we find this approval is important for supply security",,,,,,,
52796,SOURCE CHANGE,SC_052796,RAW MATERIAL,GTC*L,,2018-03-02 16:37:08,6580,BENJAMIN EDMISTEN,Ekrem Inaler,,Created,PROGRAM INITIATION -  ,TAKUMIC-A,0.0,Polymers,"SBR, Solution",ASAHI KASEI,Singapore,,Others,Singapore,Singapore,Tufdene E680-TDAE,,,,,,,Synthetic Rubber,SBR,,,,N0045248,,,,,,,,,,,,,,,,,,,,,
52797,SOURCE CHANGE,SC_052797,RAW MATERIAL,GTC*L,,2018-03-02 16:37:09,6580,BENJAMIN EDMISTEN,Ekrem Inaler,,Cancelled,PROGRAM INITIATION - In Progress ,TAKUMIC-A,0.0,Polymers,"SBR, Solution",ASAHI KASEI,Singapore,,Others,Singapore,Singapore,Tufdene E680-TDAE,,,,,,,Synthetic Rubber,SBR,EMEA,Fulda,,N0045249,,,,,,,,,,,,,,"Takumic was approved only from Asahi Yokohama plant in Japan until end 2014 and recently also approved from Asahi Singapore.  Asahi Singapore has 2 identical production lines, approval has completed only from 1st line.  Asahi will be mainly using Japan plant for domestic supply and Singapore for exports. 
Asahi strongly recommends to approve 2nd production line for supply flexibility.
NA region has also plans to start using TAKUMIC, therefore we find this approval is important for supply security",,,,,,,
52926,SOURCE CHANGE,SC_052926,RAW MATERIAL,GTC*L,,2018-03-06 16:23:40,6580,BENJAMIN EDMISTEN,Ekrem Inaler,,Completed,PAPER WORK - Completed,CODE405,28.0,Carbon Black,N200 ISAF,YAROSLAVL CARBON,"LSL - YAROSLAVL, RUSSIA",YAROSLAVL,Others,Russia,"LSL -, YAROSLAVL, Russia",N220,MAKROCHEM S.A.,"EDN - LUBLIN, POLAND",LUBLIN,Others,Poland,"EDN -, LUBLIN, Poland",Filler,Carbon Black,EMEA,Adapazari,2018-04-27,N0045258,,,,,,,,,,,,,,"This approval is part of 2018 allocation plan. 
 Yaroslavl is our long term supplier that is supplying via Makrochem. This project brings $70,000 savings, plus protects the plant from uncertainties with Chinese supply (Environmental regulations related concerns)",,,,,,,
54686,SOURCE CHANGE,SC_054686,RAW MATERIAL,GTC*L,,2018-04-09 12:16:01,6580,BENJAMIN EDMISTEN,Ekrem Inaler,,Completed,PAPER WORK - Completed,ADAMAX,10.0,Curing Materials,Accelerators,LANXESS,Kallo-Antwerp,Kallo-Antwerp,Others,Belgium,"Kallo-Antwerp, Belgium",VULKACIT DM/MGC,,,,,,,PCO,Accelerator,EMEA,Luxembourg,2018-06-01,N0045326,,,,,,,,,,,,,,Security of Supply. General Quimica stopping supply of ADAMAX to Luxembourg after Q3 2018,,,,,,,
54687,SOURCE CHANGE,SC_054687,RAW MATERIAL,GTC*L,,2018-04-09 12:20:57,6580,BENJAMIN EDMISTEN,Ekrem Inaler,,Completed,PAPER WORK - Completed,NIMBO,4.0,Natural Rubber,TSR-Technically Specified,KIRANA MUSI PERSADA,SFN,PALEMBANG,Others,Indonesia,"SFN, PALEMBANG, Indonesia",TSR 10,GOCPL,SINGAPORE,Singapore,Others,Singapore,"Singapore, Singapore",Natural Rubber,Natural Rubber,EMEA,Sava,2018-05-25,N0045327,,,,,,,,,,,,,,"To fulfill the Nimbo shortage in Sava, we would like to propose SCE & SFN as Nimbo source for Sava plant which both symbols have been approved in Lux Hub for flexibility allocation in the future.",,,,,,,
54688,SOURCE CHANGE,SC_054688,RAW MATERIAL,GTC*L,,2018-04-09 12:36:05,6580,BENJAMIN EDMISTEN,Ekrem Inaler,,Cancelled,PPO RAW MATERIAL - Completed,NIMBO,4.0,Natural Rubber,TSR-Technically Specified,TIRTA SARI SURYA,SCE,RENGAT,Others,Indonesia,"SCE, RENGAT, Indonesia",TSR 10,,,,,,,Natural Rubber,Natural Rubber,EMEA,Sava,,N0045328,,,,,,,,,,,,,,"To fulfill the Nimbo shortage in Sava, we would like to propose SCE & SFN as Nimbo source for Sava plant which both symbols have been approved in Lux Hub for flexibility allocation in the future.",,,,,,,
