PROD_CODE_ID,PGM_ID,MAT_APPR_CODE_FINAL_DATE,MAT_APPR_CODE_FINAL_BY,MAT_APPR_CODE_FINAL_CMNTS,PROP_NAME_MAT_CODE,PROP_NAME_MAT_CODE_DATE,PROP_NAME_MAT_CODE_BY,PROP_NAME_MAT_CODE_CMNTS,CME_APPR_MAT_NAME,CME_APPR_DATE,CME_APPR_BY,CME_APPR_CMNTS,SPEC_DRAFT_POSTED_DATE,SPEC_DRAFT_POSTED_BY,SPEC_DRAFT_POSTED_CMNTS,SPEC_CHNG_CNTRL_DATE,SPEC_CHNG_CNTRL_BY,SPEC_CHNG_CTRL_CMNTS,PROD_CODE_STATUS,PROD_CODE_CURR_STEP_STATUS,CREATED_BY,CREATED_DATE,MODIFIED_BY,MODIFIED_DATE
762,4606,2009-05-04,28.0,,Giberax,2009-05-04,28.0,,GIBERAX,2009-05-04,28.0,per Manuela Pompei,2009-05-04,28.0,,,,,S,C,28,2009-05-04 11:13:34,28.0,2009-06-01 08:23:30
781,5641,2009-05-08,2240.0,,CINDITE,2009-05-08,2240.0,,CINDITE,2009-05-11,37.0,Uwe & Cesar agreed on this code.,2009-05-11,2240.0,,,,,S,C,2240,2009-05-08 08:04:12,28.0,2009-10-12 12:25:57
842,1322,2009-06-22,2240.0,,LAWRENIC,2009-06-22,2240.0,,LAWRENIC,2009-06-24,76.0,,2009-06-24,28.0,,,,,S,C,2240,2009-06-22 11:37:53,28.0,2010-01-11 10:33:01
941,5807,2009-09-03,116.0,,Code 567-B,2009-09-03,116.0,,CODE567-B,2009-09-03,116.0,,2009-09-03,116.0,,,,,S,C,116,2009-09-03 08:36:35,28.0,2009-10-22 09:12:00
961,9661,2009-09-16,651.0,,AGRIPINE,2009-09-16,651.0,,AGRIPINE,2009-09-16,651.0,Approved U Frank,2009-10-12,28.0,,,,,S,C,651,2009-09-16 11:32:46,28.0,2011-02-16 09:54:23
1041,10826,2009-10-29,96.0,This material already is approved as code R43070 - this is just to assign it an in-line code name,Fluax,2009-10-30,96.0,,FLUTAX,2009-11-02,76.0,Changed it to distinguish it better from Tuax,2009-11-10,28.0,"Base spec of R43070 with the addition of:
-Updated material description & added test methods
-Included property requirements of MBTS 
",,,,S,C,96,2009-10-29 10:21:08,28.0,2010-03-08 13:57:11
1061,10242,2009-11-03,651.0,"Spec, RMI decision, patent research added",STEFINE,2009-11-03,651.0,ge¿ndert von STEFANINE zu STEFINE,STEFINE,2009-11-03,76.0,spec changed 11.01.2010,2009-11-03,28.0,,,,,S,C,651,2009-11-03 04:34:04,28.0,2010-08-16 13:30:22
1104,5585,2009-11-10,651.0,spec is created,BOBAX,2009-11-10,651.0,,BOSAX,2009-11-11,76.0,,2009-11-23,28.0,,,,,S,C,651,2009-11-10 12:09:22,28.0,2010-08-19 08:24:42
1221,9761,2009-12-03,651.0,,ULRICHIC,2009-12-02,651.0,,ULRICHIC,2009-12-02,76.0,,2010-06-24,28.0,,,,,S,C,651,2009-12-02 07:41:11,28.0,2010-11-17 09:31:09
1241,11843,2010-01-21,651.0,,Tomsine,2009-12-03,651.0,,TOMSINE,2009-12-03,76.0,,2010-06-24,28.0,,,,,S,C,651,2009-12-03 10:01:24,28.0,2010-10-07 08:41:31
1301,5806,2010-01-13,136.0,,DYMERIC,2010-01-13,76.0,,DYMERIC,2010-01-13,76.0,,2010-01-13,136.0,,,,,S,C,76,2010-01-13 08:26:08,591.0,2012-05-02 03:24:00
1321,12701,2010-01-18,28.0,,SANGRITE,2010-01-18,28.0,,SANGRITE,2010-01-18,28.0,,2010-01-18,28.0,,,,,S,S,28,2010-01-18 09:56:48,28.0,2010-01-18 10:55:51
1501,863,2010-03-03,96.0,Aged stability requirement waived - see attached,CODE858,2010-03-03,96.0,,CODE858,2010-03-04,76.0,,2010-04-05,28.0,,,,,S,S,96,2010-03-03 13:31:55,28.0,2010-04-05 08:24:20
1581,2461,2010-04-08,372.0,,RAMIC,2010-04-08,372.0,,RAMIC,2010-04-09,76.0,,2010-05-24,28.0,,,,,S,C,372,2010-04-08 12:49:44,28.0,2010-08-26 10:59:33
1641,10721,2010-05-12,372.0,,PRAZERIC,2010-05-12,372.0,,PRAZERIC,2010-06-03,76.0,,2010-06-04,28.0,,,,,S,C,372,2010-05-12 13:20:37,28.0,2010-07-27 13:07:39
1741,13162,2010-07-28,77.0,,WBINGR10,2010-07-28,77.0,,WBINGR10,2010-07-28,76.0,,2010-07-29,28.0,,,,,S,S,77,2010-07-28 10:14:45,28.0,2010-08-16 07:56:41
1761,13112,2010-08-16,372.0,,DUCKITE,2010-08-16,372.0,,DUCKITE,2010-09-10,76.0,,2010-12-02,28.0,,,,,S,C,372,2010-08-16 14:01:46,28.0,2011-04-14 13:34:33
1841,13134,2010-09-06,76.0,Gate review :Notes://GISNA002/C12577AD002BEAEA/0686A0FF083CA050C125662E006810F4/C12577AD002BEAEAC12577B900264367,KANZIC,2010-09-06,76.0,,KANZIC,2010-09-06,76.0,,2010-10-11,28.0,,,,,S,C,76,2010-09-06 04:10:21,28.0,2010-11-02 14:07:45
1861,9682,2010-09-14,651.0,Spec created,VILLARIC,2010-09-14,651.0,,WIRENIC,2010-09-15,76.0,,2010-10-14,28.0,,,,,S,C,651,2010-09-14 06:25:38,28.0,2011-02-21 08:07:13
1961,2386,2010-11-15,372.0,,BLADRIC,2010-11-15,372.0,,BLADRIC,2010-11-16,76.0,,2010-11-16,28.0,,,,,S,C,372,2010-11-15 16:18:30,28.0,2011-01-03 13:29:45
1983,10701,2010-11-22,372.0,,SANTITE,2010-11-22,372.0,,SANTITE,2011-01-13,76.0,,2011-03-04,28.0,,,,,S,C,372,2010-11-22 16:08:07,28.0,2011-06-13 15:09:16
2001,2762,2011-01-10,372.0,,TINGLIC,2011-01-10,372.0,,TINGLIC,2011-01-14,76.0,,2011-01-17,28.0,,,,,S,C,372,2011-01-10 13:43:05,28.0,2012-02-29 09:18:38
2042,12954,2011-02-07,651.0,,LAUNETIC,2011-02-07,651.0,wie w¿rs damit,LAUNETIC,2011-02-08,522.0,,2011-02-14,28.0,,,,,S,C,651,2011-02-07 12:39:33,3140.0,2013-08-19 10:23:03
2043,13170,2011-02-07,651.0,,ENGELDIC,2011-02-07,651.0,,ENGELIC,2011-02-08,522.0,,2011-02-14,28.0,,,,,S,C,651,2011-02-07 12:45:39,3140.0,2013-08-19 10:18:34
2081,9461,2011-03-02,2960.0,,AMIRIC,2011-02-24,2960.0,,AMIRIC,2011-02-28,28.0,,2011-03-03,28.0,,,,,S,C,2960,2011-02-24 16:16:56,28.0,2011-03-18 07:22:09
2261,14490,2011-04-29,28.0,,MOSELLIC-A,2011-04-29,28.0,,MOSELLIC-A,2011-04-29,28.0,,2011-04-29,28.0,,,,,S,C,28,2011-04-29 10:59:23,28.0,2011-06-06 09:27:30
2281,7225,2011-05-18,34.0,,TC22HA,2011-05-18,34.0,,TC22HA,2011-05-18,34.0,,2011-05-18,34.0,,2011-05-18,34.0,182625,S,C,34,2011-05-18 08:53:49,34.0,2011-05-18 09:01:45
2303,14546,2011-05-18,3803.0,,TEST,2011-05-18,3803.0,,TEST,2011-05-18,3803.0,,2011-05-18,3803.0,,2011-05-18,3803.0,,S,C,3803,2011-05-18 10:12:25,3803.0,2011-05-18 10:17:01
2743,13202,2012-01-04,372.0,,HYPERITE,2012-01-04,372.0,,HYPERITE,2012-01-09,28.0,,2012-01-09,28.0,,,,,S,S,372,2012-01-04 16:09:39,28.0,2012-02-10 13:54:37
2981,11884,2012-05-11,372.0,,FULDITE,2012-05-11,372.0,,FULDITE,2012-05-11,28.0,,2012-05-14,28.0,,,,,S,C,372,2012-05-11 11:26:53,372.0,2012-05-24 11:32:06
3022,12343,2012-05-21,372.0,,GILMITE,2012-05-21,372.0,,GILMITE,2012-08-01,28.0,,2012-08-02,372.0,,,,,S,C,372,2012-05-21 15:59:25,372.0,2012-08-02 15:48:22
3142,15543,2012-12-05,5080.0,,NIMBOMAT,2012-12-05,5080.0,,NIMBOMAT,2012-12-05,5080.0,,2012-12-05,5080.0,,,,,S,C,5080,2012-12-05 03:35:25,5080.0,2012-12-05 03:36:02
3241,15177,2013-01-23,34.0,,CH16WA,2013-01-23,34.0,,CH16WA,2013-01-23,34.0,,2013-01-23,34.0,See EF2CH16WA in SIS,2013-01-23,34.0,,S,C,34,2013-01-23 11:24:39,34.0,2013-01-23 11:30:47
3301,13905,2013-02-07,3720.0,,NAPPANIC,2013-02-07,3720.0,,NAPPANIC,2013-02-07,3720.0,,2013-02-07,3720.0,IN SIS,,,,S,C,3720,2013-02-07 08:44:07,3720.0,2013-02-07 09:23:57
3361,6285,2013-03-26,160.0,2013TTA085MPHM38087,CROWELIC,2013-03-25,160.0,,CROWELIC,2013-03-25,160.0,,2013-03-25,160.0,,,,,S,C,160,2013-03-25 09:50:30,160.0,2013-03-27 13:32:29
3401,13348,2013-04-08,3600.0,,HARRISIC,2013-04-08,3600.0,,HARRISIC,2013-04-08,3600.0,,2013-03-29,3600.0,,,,,S,C,3600,2013-04-08 10:55:29,3600.0,2013-04-30 09:46:17
3622,17638,2013-08-28,459.0,,WBINBL04,2013-08-27,459.0,,WBINBL04,2013-08-27,28.0,,2013-08-28,459.0,,,,,S,C,459,2013-08-27 03:14:55,459.0,2013-09-09 03:27:09
3628,17645,2013-08-28,459.0,,WBINPU01,2013-08-27,459.0,,WBINPU01,2013-08-27,28.0,,2013-08-28,459.0,,,,,S,C,459,2013-08-27 03:23:52,459.0,2013-09-09 03:31:14
3684,17443,2013-09-17,459.0,,WBINGY04,2013-09-16,459.0,,WBINGY04,2013-09-16,28.0,,2013-09-17,459.0,,,,,S,C,459,2013-09-16 09:41:14,459.0,2014-02-14 04:22:10
3685,18575,2013-09-17,459.0,,WBINGR10,2013-09-16,459.0,,WBINGR10,2013-09-16,28.0,,2013-09-17,459.0,,,,,S,C,459,2013-09-16 09:42:29,459.0,2014-02-14 04:22:46
3686,18576,2013-09-17,459.0,,WBINBL10,2013-09-16,459.0,,WBINBL10,2013-09-16,28.0,,2013-09-17,459.0,,,,,S,C,459,2013-09-16 09:43:53,459.0,2014-02-14 04:23:22
3687,18577,2013-09-17,459.0,,WBINYE10,2013-09-16,459.0,,WBINYE10,2013-09-16,28.0,,2013-09-17,459.0,,,,,S,C,459,2013-09-16 09:45:14,459.0,2014-02-14 04:24:03
3881,18400,2013-12-18,459.0,,CHANELIC,2013-12-18,459.0,,CHANELIC,2013-12-18,28.0,,2013-12-18,459.0,,,,,S,C,459,2013-12-18 08:24:32,459.0,2013-12-19 02:06:08
3901,21075,2014-02-14,372.0,,TC27HF,2014-02-14,372.0,,TC27HF,2014-02-14,372.0,,2014-02-14,372.0,U02TC27HF,2014-02-14,372.0,,S,C,372,2014-02-14 09:38:42,372.0,2014-02-14 10:26:10
3941,20320,2014-02-27,77.0,,YAZITE,2014-02-27,28.0,,YAZITE,2014-02-27,28.0,,2014-02-27,77.0,,,,,S,C,28,2014-02-27 10:12:21,77.0,2014-03-19 14:36:22
3981,17417,2014-06-09,459.0,,WBINWH01,2014-03-27,459.0,,WBINWH01,2014-03-28,28.0,,2014-06-09,459.0,,,,,S,C,459,2014-03-27 10:12:06,459.0,2014-06-09 07:52:05
4101,18100,2014-09-05,3600.0,,BLAZIC,2014-06-05,3600.0,,BLAZIC,2014-06-13,522.0,,2014-09-05,3600.0,,,,,S,C,3600,2014-06-05 03:13:32,3600.0,2014-09-05 09:56:28
4181,18395,2014-09-09,459.0,,MOLNARIC,2014-09-09,459.0,,MOLNARIC,2014-09-09,28.0,,2014-09-11,459.0,,,,,S,C,459,2014-09-09 08:41:57,459.0,2014-09-11 07:12:48
4303,17716,2014-10-29,459.0,,WBINGR06,2014-10-16,459.0,,WBINGR06,2014-10-16,28.0,,2014-10-29,459.0,,,,,S,C,459,2014-10-16 07:18:01,459.0,2014-10-29 08:57:09
4381,22977,2014-12-09,5080.0,,JENNIC,2014-11-13,5080.0,,JENNIC,2014-11-13,28.0,,2014-12-11,5080.0,,,,,S,C,5080,2014-11-13 04:52:08,5080.0,2014-12-11 05:24:33
4401,20204,2014-11-24,6160.0,,TC35HF,2014-11-24,6160.0,,TC35HF,2014-11-24,780.0,,2014-11-24,6160.0,,2014-11-24,6160.0,,S,C,6160,2014-11-24 09:49:08,6160.0,2014-11-25 02:59:19
4501,15860,2015-02-10,1780.0,Material will be used for Jaguar X261,CODE9071,2015-02-10,1780.0,,CODE9071,2015-02-10,522.0,,2015-02-10,1780.0,Material spec is subject to revision on hg porosimetry to define correct tolerances required,,,,S,C,1780,2015-02-10 08:22:54,1780.0,2015-02-10 09:20:00
4541,24348,2015-03-26,459.0,,PRIMARIC,2015-03-18,459.0,,PRIMARIC,2015-03-26,28.0,,2015-03-26,459.0,,,,,S,C,459,2015-03-18 06:07:39,459.0,2015-03-31 06:54:59
4561,20055,2015-03-20,6160.0,,RN26SC,2015-03-20,6160.0,,RN26SC,2015-03-21,780.0,,,6160.0,,2015-03-20,6160.0,,S,C,6160,2015-03-20 10:38:59,6160.0,2015-03-23 09:03:56
5301,27123,2016-09-27,459.0,,WBINWH05,2016-09-22,459.0,,WBINWH05,2016-09-22,28.0,,2016-09-27,459.0,,,,,S,C,459,2016-09-22 03:44:26,459.0,2016-09-27 07:17:13
5321,23771,2016-10-05,7760.0,,KRAKITE,2016-10-05,7760.0,,KRAKITE,2016-10-11,1780.0,,2016-10-06,7760.0,,,,,S,C,7760,2016-10-05 07:58:11,1780.0,2016-10-11 03:11:43
5341,20770,2016-10-17,3961.0,,NC22QA,2016-10-17,3961.0,,NC22QA,2016-10-17,6340.0,Approved,2016-10-17,3961.0,,2016-10-17,3961.0,,S,C,3961,2016-10-17 04:41:57,3961.0,2016-10-17 09:40:57
5401,19242,2016-11-21,580.0,,SLF33SOY,2016-11-17,580.0,,SLF33SOY,2016-11-17,28.0,,2016-11-21,580.0,,,,,S,C,580,2016-11-17 13:22:39,580.0,2016-11-22 08:47:05
5441,19122,2016-11-29,6701.0,,KLEBRIC,2016-11-28,6701.0,,KLEBRIC,2016-11-29,28.0,,2016-11-28,6701.0,,,,,S,C,6701,2016-11-28 09:55:03,6701.0,2016-11-29 09:16:44
5561,37914,2017-04-27,28.0,,EURADIC,2017-02-10,3720.0,,EURADIC,2017-02-10,28.0,,2017-02-28,28.0,,,,,S,C,3720,2017-02-10 08:38:19,28.0,2017-04-27 08:07:06
5641,42519,2017-06-29,459.0,,ALMOLIC,2017-06-29,459.0,,ALMOLIC,2017-06-29,28.0,,2017-07-04,459.0,,,,,S,C,459,2017-06-29 05:33:52,459.0,2017-07-04 07:40:45
5761,38878,2017-10-26,3600.0,,PROWLIC,2017-10-26,3600.0,,PROWLIC,2017-10-26,28.0,,2017-10-26,3600.0,,,,,S,C,3600,2017-10-26 04:42:30,3600.0,2017-11-23 05:10:22
5901,21294,2018-03-29,7901.0,,LYNDITE,2018-03-29,7901.0,,LYNDITE,2018-03-29,7580.0,,2018-04-02,7901.0,,,,,S,C,7901,2018-03-29 09:06:02,7901.0,2018-04-02 15:27:31
6041,40463,2018-09-04,1220.0,,CHRISMIC,2018-09-04,1220.0,,CHRISMIC,2018-09-05,1780.0,,2018-09-04,1220.0,Spec proposed and accepted by DRT,,,,S,C,1220,2018-09-04 11:25:04,1780.0,2018-09-05 02:17:03
6081,19675,2018-10-23,1220.0,,LEVERIC,2018-10-23,1220.0,code approved since a very long time,LEVERIC,2018-10-23,522.0,,2018-10-23,1220.0,,,,,S,C,1220,2018-10-23 04:57:52,1220.0,2018-10-23 05:35:05
6541,14872,2019-05-29,77.0,MR attached,SAPPHITE,2019-03-13,77.0,,SAPPHITE,2019-03-13,7580.0,per Ronda Hinterlong,2019-05-29,77.0,,,,,S,C,77,2019-03-13 14:10:38,77.0,2019-05-29 08:42:52
6621,18612,2019-08-13,34.0,,TM27CN,2019-05-01,8400.0,Using S06TM yarn for Hyosung Vietnam,TM27CN,2019-08-13,34.0,,2019-05-01,8400.0,,2019-08-13,34.0,,S,C,8400,2019-05-01 14:15:35,34.0,2019-08-13 12:38:07
6701,32097,2019-06-13,7580.0,per Teresa Martter,SORENIC,2019-06-13,580.0,,SORENIC,2019-07-11,7580.0,per teresa,2019-07-11,580.0,,,,,S,C,580,2019-06-13 16:41:35,580.0,2019-07-11 11:17:02
6721,36713,2019-06-18,7980.0,GDMS 2019TTA164AMEJ59458,XR,2019-06-17,7980.0,,XR,2019-06-18,5520.0,,2019-08-06,7980.0,,2019-06-18,7980.0,,S,C,7980,2019-06-17 13:48:45,7980.0,2019-08-27 09:37:28
6821,42127,2019-11-19,77.0,,BUBBLIC,2019-08-15,77.0,,BUBBLIC,2019-08-16,7580.0,per Ronda Hinterlong,2019-11-19,77.0,in SIS,,,,S,C,77,2019-08-15 11:25:53,77.0,2019-11-19 14:22:35
6841,63092,2019-09-20,34.0,,TM26CX,2019-09-20,34.0,,TM26CX,2019-09-20,34.0,Per full approval Doc Sign-off,2019-09-20,34.0,,2019-09-20,34.0,,S,C,34,2019-09-20 08:48:11,34.0,2019-09-20 08:49:11
7081,44533,2020-03-03,6701.0,,LOUMMIC,2020-03-03,6701.0,,LOUMMIC,2020-03-03,6701.0,,2020-03-03,6701.0,,,,,S,C,6701,2020-02-05 11:01:41,6701.0,2020-03-03 09:47:23
7121,78812,2020-06-09,1780.0,,MIETTIC,2020-02-20,1780.0,,MIETTIC,2020-06-09,522.0,,2020-06-09,1780.0,,,,,S,C,1780,2020-02-20 07:18:46,1780.0,2020-12-15 01:16:46
7321,70789,2020-08-26,11060.0,,NC27ZO,2020-08-26,11060.0,,NC27ZO,2020-08-27,5520.0,,2020-08-26,11060.0,,2020-08-26,11060.0,,S,C,11060,2020-08-26 13:52:15,11060.0,2020-08-27 11:05:17
7341,55892,2020-09-04,34.0,,BN32ZO,2020-09-04,5520.0,,BN32ZO,2020-09-07,5520.0,,2020-09-08,34.0,,2020-09-08,34.0,,S,C,34,2020-09-04 10:31:44,34.0,2020-09-08 12:19:47
7342,63095,2020-09-04,34.0,,NC21ZM,2020-09-04,34.0,,NC21ZM,2020-09-04,34.0,"Second Source for Hyosung Decatur NC21ZM, so no new code required",2020-09-04,34.0,,2020-09-04,34.0,,S,C,34,2020-09-04 10:37:33,34.0,2020-09-04 10:39:00
7581,52723,2020-12-17,8300.0,,U03TU32CX,2020-12-17,8300.0,,,,,,2020-12-17,8300.0,,,,,D,P,8300,2020-12-17 03:11:31,,
7601,83832,2021-01-13,7740.0,,LIVIUTIC,2021-01-13,7740.0,,LIVIUTIC,2021-01-13,7740.0,,2021-01-13,7740.0,posted in SIS,,,,S,C,7740,2021-01-13 08:19:16,7740.0,2021-01-13 08:45:12
7621,74027,2021-01-20,6701.0,,PLF1723,2021-01-20,6701.0,,PLF1723,2021-01-20,1780.0,,2021-01-20,6701.0,,,,,S,C,6701,2021-01-20 09:35:15,6701.0,2021-01-20 11:01:00
7761,67034,2021-04-30,735.0,,AH01SB,2021-04-30,735.0,,AH01SB,2021-04-30,1780.0,,2021-04-30,735.0,,2021-04-30,735.0,,S,C,735,2021-04-30 04:18:32,735.0,2021-04-30 06:41:39
7901,119205,2021-09-08,7580.0,,COQUITE,2021-09-07,11700.0,,COQUITE,2021-09-08,7580.0,,,,,,,,S,C,11700,2021-09-07 14:38:45,11700.0,2021-09-15 23:57:25
8121,20241,2022-02-01,4860.0,,AX24YR,2022-02-01,4860.0,,152AX24YR,2022-02-01,4860.0,,2022-02-01,4860.0,,2022-02-01,4860.0,,S,C,4860,2022-02-01 08:31:04,4860.0,2022-02-01 08:33:23
8141,81425,2022-02-07,4420.0,,BN01ZV,2022-02-07,4420.0,,BN01ZV,2022-02-07,1780.0,,2022-02-07,4420.0,,2022-02-07,4420.0,,S,C,4420,2022-02-07 02:31:53,4420.0,2022-02-07 09:52:36
8142,84348,2022-02-07,4420.0,,BK01ZV,2022-02-07,4420.0,,BK01ZV,2022-02-07,1780.0,,2022-02-07,4420.0,,2022-02-07,4420.0,,S,C,4420,2022-02-07 02:36:12,4420.0,2022-02-07 09:49:39
8181,123992,2022-03-08,11640.0,,122,2022-03-08,11640.0,,,,,,2022-03-08,11640.0,,,,,D,P,11640,2022-03-08 07:25:05,11640.0,2022-07-11 10:40:26
8221,54865,2022-03-23,6200.0,,TU32CX,2022-03-23,6200.0,,TU32CX,2022-03-23,1780.0,,2022-03-23,6200.0,,2022-03-23,6200.0,,S,C,6200,2022-03-23 11:37:18,6200.0,2022-03-23 12:00:57
3481,16507,2013-07-18,28.0,,SEANITE,2013-07-18,5820.0,,SEANITE,2013-07-18,28.0,,2013-07-22,5820.0,In SIS,,,,S,C,5820,2013-07-18 11:34:35,5820.0,2013-07-22 09:48:56
3621,17637,2013-08-28,459.0,,WBINBR01,2013-08-27,459.0,,WBINBR01,2013-08-27,28.0,,2013-08-28,459.0,,,,,S,C,459,2013-08-27 03:12:01,459.0,2013-09-09 03:17:26
3623,17639,2013-08-28,459.0,,WBINWH03,2013-08-27,459.0,,WBINWH03,2013-08-27,28.0,,2013-08-28,459.0,,,,,S,C,459,2013-08-27 03:17:23,459.0,2013-09-09 03:27:49
3626,17643,2013-08-28,459.0,,WBINGY01,2013-08-27,459.0,,WBINGY01,2013-08-27,28.0,,2013-08-28,459.0,,,,,S,C,459,2013-08-27 03:20:58,459.0,2013-09-09 03:29:49
3627,17644,2013-08-28,459.0,,WBINRE04,2013-08-27,459.0,,WBINRE04,2013-08-27,28.0,,2013-08-28,459.0,,,,,S,C,459,2013-08-27 03:22:22,459.0,2013-09-09 03:30:37
3641,4186,2013-09-10,5680.0,,RY28SC,2013-09-10,5680.0,,RY28SC,2013-09-10,5680.0,,2013-09-10,5680.0,,2013-09-25,5680.0,,S,C,5680,2013-09-10 03:02:03,216.0,2013-09-25 08:22:14
3701,11781,2014-01-29,580.0,,ISABELIC,2013-10-14,580.0,,ISABELIC,2013-10-14,28.0,,2014-01-29,580.0,Posted in SIS,,,,S,C,580,2013-10-14 11:12:38,580.0,2014-01-29 11:12:43
3863,19735,2013-12-09,28.0,,CODE2630,2013-12-09,5080.0,,CODE2630,2013-12-09,28.0,,2013-12-09,28.0,,,,,S,C,5080,2013-12-09 04:44:30,28.0,2013-12-09 08:43:33
3986,17424,2014-06-09,459.0,,WBINOR01,2014-03-27,459.0,,WBINOR01,2014-05-07,28.0,,2014-06-09,459.0,,,,,S,C,459,2014-03-27 10:19:34,459.0,2014-06-09 08:45:15
4001,7222,2014-04-11,1060.0,,U06L,2014-04-11,1060.0,,U06L,2014-04-11,1060.0,,2014-04-11,1060.0,Fabric code will be U06ID25SD,2014-04-11,1060.0,,S,C,1060,2014-04-11 08:16:41,216.0,2014-05-06 13:42:51
4021,19988,2014-04-14,4860.0,,NP23JR,2014-04-14,4860.0,,NP23JR,2014-04-14,4860.0,,2014-04-14,4860.0,,2014-04-14,4860.0,,S,C,4860,2014-04-14 15:28:35,4860.0,2014-04-14 15:30:21
4061,15619,2014-05-07,4860.0,,AE01FH,2014-05-20,4860.0,,AE01FH,2014-05-26,780.0,,2014-05-07,4860.0,,2014-05-07,4860.0,,S,C,4860,2014-05-07 12:42:11,4860.0,2014-05-29 14:35:27
4305,17718,2014-10-29,459.0,,WBINRE06,2014-10-16,459.0,,WBINRE06,2014-10-16,28.0,,2014-10-29,459.0,,,,,S,C,459,2014-10-16 07:19:58,459.0,2014-10-29 08:59:16
4361,18061,2014-12-09,2280.0,,PUTINIC,2014-12-09,2280.0,,PUTINIC,2014-12-09,28.0,,2014-12-09,2280.0,,,,,S,C,2280,2014-11-10 08:58:11,2280.0,2014-12-09 16:15:29
4681,21603,2015-05-20,522.0,,EVRIC,2015-05-20,5080.0,,EVRIC,2015-05-20,28.0,,2015-05-20,5080.0,,,,,S,C,5080,2015-05-20 03:21:24,216.0,2015-05-20 14:12:08
4841,20710,2016-01-11,459.0,,WBINYE05,2015-10-21,459.0,,WBINYE05,2015-10-21,28.0,,2016-01-11,459.0,,,,,S,C,459,2015-10-21 07:25:32,459.0,2016-01-11 08:22:38
4845,20723,2016-01-11,459.0,,WBINBL05,2015-10-21,459.0,,WBINBL05,2015-10-21,28.0,,2016-01-11,459.0,,,,,S,C,459,2015-10-21 07:34:33,459.0,2016-01-11 08:38:51
4861,23389,2015-11-03,77.0,,RAMOSITE,2015-11-03,77.0,,RAMOSITE,2015-11-03,28.0,,2015-11-03,77.0,,,,,S,C,77,2015-11-03 10:07:23,77.0,2015-11-05 08:18:46
4901,16349,2016-01-07,6701.0,Notes://GISNA002/C1257EA40047BD09/0686A0FF083CA050C125662E006810F4/C1257EA40047BD09C1257F2200372357,BROMMIC,2015-12-21,6701.0,,BROMMIC,2016-01-05,28.0,,2016-01-11,6701.0,,,,,S,C,6701,2015-12-21 07:36:12,6701.0,2016-01-11 04:38:06
4961,17583,2016-01-27,77.0,,WBINOR10,2016-01-27,77.0,,WBINOR10,2016-01-27,28.0,,2016-01-27,77.0,,,,,S,C,77,2016-01-27 09:20:14,77.0,2016-01-27 15:19:30
5021,26822,2016-03-03,459.0,,THEOLIC,2016-03-03,459.0,,THEOLIC,2016-03-03,28.0,,2016-03-03,459.0,,,,,S,C,459,2016-02-29 03:55:14,459.0,2016-03-15 08:02:57
5081,30631,2016-05-17,5080.0,,AGONAX,2016-03-24,28.0,,AGONAX,2016-03-24,28.0,,2016-05-17,5080.0,,,,,S,C,28,2016-03-24 10:14:48,5080.0,2016-05-17 11:18:39
5161,20771,2016-06-07,6160.0,,NF23JA,2016-06-07,6160.0,,NF23JA,2016-06-07,780.0,,2016-06-07,6160.0,U02NF23JA/A spec available in SIS,2016-06-07,6160.0,,S,C,6160,2016-06-07 06:02:08,6160.0,2016-06-08 03:05:51
5221,22604,2016-08-03,1220.0,MR16-23 approval report issued,NIHATIC,2016-08-03,1220.0,,NIHATIC,2016-08-03,522.0,,2016-08-02,1220.0,sent to Tsuura ex Yasuhara for sign-off,,,,S,C,1220,2016-08-03 03:49:40,1220.0,2016-10-05 03:09:22
5261,38892,2016-09-09,580.0,,CODE6917,2016-09-07,580.0,,CODE6917,2016-09-07,28.0,,2016-09-09,580.0,,,,,S,C,580,2016-09-07 14:35:09,580.0,2016-09-28 10:31:39
5482,42242,2016-12-08,6200.0,,9507,2016-12-08,6200.0,,9507,2016-12-09,780.0,,2016-12-08,6200.0,In SIS,2016-12-08,6200.0,,S,C,6200,2016-12-08 02:40:20,6200.0,2016-12-12 11:22:10
5502,23812,2017-01-12,28.0,,BLEAKIC,2017-01-12,28.0,,BLEAKIC,2017-01-12,28.0,,2017-01-12,28.0,,,,,S,C,28,2017-01-12 13:58:31,28.0,2017-01-12 13:58:42
5541,24576,2017-02-15,77.0,,BONJOVIC,2017-02-08,77.0,,BONJOVIC,2017-02-08,522.0,,2017-02-15,77.0,Spec in SIS,,,,S,C,77,2017-02-08 08:35:44,77.0,2017-04-26 15:08:25
5621,33441,2017-06-14,6701.0,,PLF1770,2017-06-14,6701.0,,PLF1770,2017-06-14,28.0,,2017-06-15,6701.0,,,,,S,C,6701,2017-06-14 07:23:34,6701.0,2017-06-15 07:49:26
5981,19488,2018-09-04,1220.0,,VEIKKIC,2018-06-20,1220.0,,VEIKKIC,2018-06-20,28.0,,2018-09-04,1220.0,sent Veikkic spec via SIS today,,,,S,C,1220,2018-06-20 07:36:36,1780.0,2018-09-04 05:57:55
6181,55736,2018-11-07,459.0,,PREKOLIC,2018-11-02,459.0,,PREKOLIC,2018-11-06,7580.0,per Maurice Klinkenberg,2018-11-07,459.0,,,,,S,C,459,2018-11-02 08:23:51,459.0,2018-11-28 07:53:38
